subregion1_code,date,type,new_confirmed_pred
ID,2021-11-26,forecast,4690.2309825879875
ID,2021-11-27,forecast,4690.2309825879875
ID,2021-11-28,forecast,4690.2309825879875
ID,2021-11-29,forecast,4690.2309825879875
ID,2021-11-30,forecast,4690.2309825879875
ID,2021-12-01,forecast,4690.2309825879875
ID,2021-12-02,forecast,4690.2309825879875
ID,2021-12-03,forecast,4690.2309825879875
IL,2021-10-16,prediction,4690.2309825879875
IL,2021-10-17,prediction,4690.2309825879875
IL,2021-10-18,prediction,4690.2309825879875
IL,2021-10-19,prediction,4690.2309825879875
IL,2021-10-20,prediction,4723.113405143248
IL,2021-10-21,prediction,4690.2309825879875
IL,2021-10-22,prediction,4690.2309825879875
IL,2021-10-23,prediction,4537.495152534421
IL,2021-10-24,prediction,4645.859741193622
IL,2021-10-25,prediction,4690.2309825879875
IL,2021-10-26,prediction,6464.121152179128
IL,2021-10-27,prediction,4645.859741193622
IL,2021-10-28,prediction,4690.2309825879875
IL,2021-10-29,prediction,4645.859741193622
IL,2021-10-30,prediction,4690.2309825879875
IL,2021-10-31,prediction,4690.2309825879875
IL,2021-11-01,prediction,4690.2309825879875
IL,2021-11-02,prediction,4690.2309825879875
IL,2021-11-03,prediction,4635.624021524065
IL,2021-11-04,prediction,4690.2309825879875
IL,2021-11-05,prediction,6729.773735440483
IL,2021-11-06,forecast,4690.2309825879875
IL,2021-11-07,forecast,4645.859741193622
IL,2021-11-08,forecast,4690.2309825879875
IL,2021-11-09,forecast,4690.2309825879875
IL,2021-11-10,forecast,4679.995262918431
IL,2021-11-11,forecast,4690.2309825879875
IL,2021-11-12,forecast,4537.495152534421
IL,2021-11-13,forecast,4537.495152534421
IL,2021-11-14,forecast,4537.495152534421
IL,2021-11-15,forecast,4537.495152534421
IL,2021-11-16,forecast,4690.2309825879875
IL,2021-11-17,forecast,6419.749910784762
IL,2021-11-18,forecast,4690.2309825879875
IL,2021-11-19,forecast,4537.495152534421
IL,2021-11-20,forecast,4493.1239111400555
IL,2021-11-21,forecast,6321.621041795119
IL,2021-11-22,forecast,4690.2309825879875
IL,2021-11-23,forecast,4690.2309825879875
IL,2021-11-24,forecast,4690.2309825879875
IL,2021-11-25,forecast,4635.624021524065
IL,2021-11-26,forecast,4690.2309825879875
IL,2021-11-27,forecast,6577.0379053869165
IL,2021-11-28,forecast,4690.2309825879875
IL,2021-11-29,forecast,4645.859741193622
IL,2021-11-30,forecast,4690.2309825879875
IL,2021-12-01,forecast,4690.2309825879875
IL,2021-12-02,forecast,4527.259432864865
IL,2021-12-03,forecast,4493.1239111400555
IN,2021-10-16,prediction,4645.859741193622
IN,2021-10-17,prediction,4645.859741193622
IN,2021-10-18,prediction,4645.859741193622
IN,2021-10-19,prediction,4635.624021524065
IN,2021-10-20,prediction,4645.859741193622
IN,2021-10-21,prediction,4645.859741193622
IN,2021-10-22,prediction,4645.859741193622
IN,2021-10-23,prediction,4645.859741193622
IN,2021-10-24,prediction,4645.859741193622
IN,2021-10-25,prediction,4645.859741193622
IN,2021-10-26,prediction,6464.121152179128
IN,2021-10-27,prediction,4645.859741193622
IN,2021-10-28,prediction,4645.859741193622
IN,2021-10-29,prediction,4645.859741193622
IN,2021-10-30,prediction,4645.859741193622
IN,2021-10-31,prediction,4645.859741193622
IN,2021-11-01,prediction,4645.859741193622
IN,2021-11-02,prediction,4645.859741193622
IN,2021-11-03,prediction,4635.624021524065
IN,2021-11-04,prediction,4645.859741193622
IN,2021-11-05,prediction,4782.542711473845
IN,2021-11-06,forecast,4645.859741193622
IN,2021-11-07,forecast,4645.859741193622
IN,2021-11-08,forecast,4645.859741193622
IN,2021-11-09,forecast,4645.859741193622
IN,2021-11-10,forecast,4635.624021524065
IN,2021-11-11,forecast,4635.624021524065
IN,2021-11-12,forecast,4493.1239111400555
IN,2021-11-13,forecast,4493.1239111400555
IN,2021-11-14,forecast,4493.1239111400555
IN,2021-11-15,forecast,4645.859741193622
IN,2021-11-16,forecast,4645.859741193622
IN,2021-11-17,forecast,4635.624021524065
IN,2021-11-18,forecast,4493.1239111400555
IN,2021-11-19,forecast,4493.1239111400555
IN,2021-11-20,forecast,4493.1239111400555
IN,2021-11-21,forecast,4493.1239111400555
IN,2021-11-22,forecast,4645.859741193622
IN,2021-11-23,forecast,4645.859741193622
IN,2021-11-24,forecast,4645.859741193622
IN,2021-11-25,forecast,4635.624021524065
IN,2021-11-26,forecast,4493.1239111400555
IN,2021-11-27,forecast,4493.1239111400555
IN,2021-11-28,forecast,4493.1239111400555
IN,2021-11-29,forecast,4645.859741193622
IN,2021-11-30,forecast,4645.859741193622
IN,2021-12-01,forecast,4645.859741193622
IN,2021-12-02,forecast,4482.888191470499
IN,2021-12-03,forecast,4482.888191470499
KS,2021-10-16,prediction,4645.859741193622
KS,2021-10-17,prediction,2863.5565762209812
KS,2021-10-18,prediction,4645.859741193622
KS,2021-10-19,prediction,4679.995262918431
KS,2021-10-20,prediction,4645.859741193622
KS,2021-10-21,prediction,4690.2309825879875
KS,2021-10-22,prediction,4690.2309825879875
KS,2021-10-23,prediction,4635.624021524065
KS,2021-10-24,prediction,4690.2309825879875
KS,2021-10-25,prediction,4645.859741193622
KS,2021-10-26,prediction,6478.268132684108
KS,2021-10-27,prediction,4645.859741193622
KS,2021-10-28,prediction,4645.859741193622
KS,2021-10-29,prediction,4635.624021524065
KS,2021-10-30,prediction,4690.2309825879875
KS,2021-10-31,prediction,4645.859741193622
KS,2021-11-01,prediction,4690.2309825879875
KS,2021-11-02,prediction,4690.2309825879875
KS,2021-11-03,prediction,4621.204112134446
KS,2021-11-04,prediction,4645.859741193622
KS,2021-11-05,prediction,6419.749910784762
KS,2021-11-06,forecast,4690.2309825879875
KS,2021-11-07,forecast,4645.859741193622
KS,2021-11-08,forecast,4690.2309825879875
KS,2021-11-09,forecast,4690.2309825879875
KS,2021-11-10,forecast,4816.678233198654
KS,2021-11-11,forecast,4690.2309825879875
KS,2021-11-12,forecast,4690.2309825879875
KS,2021-11-13,forecast,4690.2309825879875
KS,2021-11-14,forecast,4635.624021524065
KS,2021-11-15,forecast,4690.2309825879875
KS,2021-11-16,forecast,4645.859741193622
KS,2021-11-17,forecast,6478.268132684108
KS,2021-11-18,forecast,4645.859741193622
KS,2021-11-19,forecast,4635.624021524065
KS,2021-11-20,forecast,6423.661171620185
KS,2021-11-21,forecast,4645.859741193622
KS,2021-11-22,forecast,4645.859741193622
KS,2021-11-23,forecast,4690.2309825879875
KS,2021-11-24,forecast,4690.2309825879875
KS,2021-11-25,forecast,4621.204112134446
KS,2021-11-26,forecast,4645.859741193622
KS,2021-11-27,forecast,6411.287298107532
KS,2021-11-28,forecast,4645.859741193622
KS,2021-11-29,forecast,4645.859741193622
KS,2021-11-30,forecast,4679.995262918431
KS,2021-12-01,forecast,4690.2309825879875
KS,2021-12-02,forecast,4679.995262918431
KS,2021-12-03,forecast,4690.2309825879875
LA,2021-10-16,prediction,6389.173882162482
LA,2021-10-17,prediction,6389.173882162482
LA,2021-10-18,prediction,6389.173882162482
LA,2021-10-19,prediction,6429.985630454318
LA,2021-10-20,prediction,6378.938162492926
LA,2021-10-21,prediction,6429.985630454318
LA,2021-10-22,prediction,6389.173882162482
LA,2021-10-23,prediction,6389.173882162482
LA,2021-10-24,prediction,6389.173882162482
LA,2021-10-25,prediction,6389.173882162482
LA,2021-10-26,prediction,6389.173882162482
LA,2021-10-27,prediction,6389.173882162482
LA,2021-10-28,prediction,6389.173882162482
LA,2021-10-29,prediction,6378.938162492926
LA,2021-10-30,prediction,6389.173882162482
LA,2021-10-31,prediction,6389.173882162482
LA,2021-11-01,prediction,6389.173882162482
LA,2021-11-02,prediction,6378.938162492926
LA,2021-11-03,prediction,6378.938162492926
LA,2021-11-04,prediction,6429.985630454318
LA,2021-11-05,prediction,6389.173882162482
LA,2021-11-06,forecast,6389.173882162482
LA,2021-11-07,forecast,6389.173882162482
LA,2021-11-08,forecast,6389.173882162482
LA,2021-11-09,forecast,6389.173882162482
LA,2021-11-10,forecast,6378.938162492926
LA,2021-11-11,forecast,6429.985630454318
LA,2021-11-12,forecast,6389.173882162482
LA,2021-11-13,forecast,6389.173882162482
LA,2021-11-14,forecast,6389.173882162482
LA,2021-11-15,forecast,6389.173882162482
LA,2021-11-16,forecast,6389.173882162482
LA,2021-11-17,forecast,6389.173882162482
LA,2021-11-18,forecast,6389.173882162482
LA,2021-11-19,forecast,6378.938162492926
LA,2021-11-20,forecast,6389.173882162482
LA,2021-11-21,forecast,6389.173882162482
LA,2021-11-22,forecast,6389.173882162482
LA,2021-11-23,forecast,6378.938162492926
LA,2021-11-24,forecast,6378.938162492926
LA,2021-11-25,forecast,6429.985630454318
LA,2021-11-26,forecast,6389.173882162482
LA,2021-11-27,forecast,6389.173882162482
LA,2021-11-28,forecast,6389.173882162482
LA,2021-11-29,forecast,6389.173882162482
LA,2021-11-30,forecast,6389.173882162482
LA,2021-12-01,forecast,6378.938162492926
LA,2021-12-02,forecast,6389.173882162482
LA,2021-12-03,forecast,6389.173882162482
MA,2021-10-16,prediction,2076.675429306664
MA,2021-10-17,prediction,2344.9586747814924
MA,2021-10-18,prediction,2578.6913779771035
MA,2021-10-19,prediction,2406.171053790097
MA,2021-10-20,prediction,2286.167523997506
MA,2021-10-21,prediction,2344.9586747814924
MA,2021-10-22,prediction,2344.9586747814924
MA,2021-10-23,prediction,2344.9586747814924
MA,2021-10-24,prediction,2344.9586747814924
MA,2021-10-25,prediction,2578.6913779771035
MA,2021-10-26,prediction,2558.2907472603347
MA,2021-10-27,prediction,2286.167523997506
MA,2021-10-28,prediction,1315.4167302754167
MA,2021-10-29,prediction,2344.9586747814924
MA,2021-10-30,prediction,4637.930415457046
MA,2021-10-31,prediction,2344.9586747814924
MA,2021-11-01,prediction,2344.9586747814924
MA,2021-11-02,prediction,2517.4789989684987
MA,2021-11-03,prediction,2344.9586747814924
MA,2021-11-04,prediction,2344.9586747814924
MA,2021-11-05,prediction,2344.9586747814924
MA,2021-11-06,forecast,2344.9586747814924
MA,2021-11-07,forecast,2344.9586747814924
MA,2021-11-08,forecast,2344.9586747814924
MA,2021-11-09,forecast,2578.6913779771035
MA,2021-11-10,forecast,2517.4789989684987
MA,2021-11-11,forecast,2286.167523997506
MA,2021-11-12,forecast,2385.7704230733284
MA,2021-11-13,forecast,2344.9586747814924
MA,2021-11-14,forecast,2344.9586747814924
MA,2021-11-15,forecast,2344.9586747814924
MA,2021-11-16,forecast,2578.6913779771035
MA,2021-11-17,forecast,2558.2907472603347
MA,2021-11-18,forecast,2286.167523997506
MA,2021-11-19,forecast,1315.4167302754167
MA,2021-11-20,forecast,2344.9586747814924
MA,2021-11-21,forecast,4637.930415457046
MA,2021-11-22,forecast,2344.9586747814924
MA,2021-11-23,forecast,2344.9586747814924
MA,2021-11-24,forecast,2517.4789989684987
MA,2021-11-25,forecast,2344.9586747814924
MA,2021-11-26,forecast,2344.9586747814924
MA,2021-11-27,forecast,2344.9586747814924
MA,2021-11-28,forecast,2344.9586747814924
MA,2021-11-29,forecast,2344.9586747814924
MA,2021-11-30,forecast,2406.171053790097
MA,2021-12-01,forecast,2517.4789989684987
MA,2021-12-02,forecast,2517.4789989684987
MA,2021-12-03,forecast,2286.167523997506
MD,2021-10-16,prediction,4627.69469578749
MD,2021-10-17,prediction,4627.69469578749
MD,2021-10-18,prediction,4637.930415457046
MD,2021-10-19,prediction,4637.930415457046
MD,2021-10-20,prediction,4627.69469578749
MD,2021-10-21,prediction,4627.69469578749
MD,2021-10-22,prediction,4627.69469578749
MD,2021-10-23,prediction,4627.69469578749
MD,2021-10-24,prediction,4627.69469578749
MD,2021-10-25,prediction,4637.930415457046
MD,2021-10-26,prediction,4637.930415457046
MD,2021-10-27,prediction,4627.69469578749
MD,2021-10-28,prediction,4627.69469578749
MD,2021-10-29,prediction,4627.69469578749
MD,2021-10-30,prediction,4627.69469578749
MD,2021-10-31,prediction,4404.067013095846
MD,2021-11-01,prediction,4627.69469578749
MD,2021-11-02,prediction,4627.69469578749
MD,2021-11-03,prediction,4627.69469578749
MD,2021-11-04,prediction,4627.69469578749
MD,2021-11-05,prediction,4627.69469578749
MD,2021-11-06,forecast,4627.69469578749
MD,2021-11-07,forecast,4627.69469578749
MD,2021-11-08,forecast,4627.69469578749
MD,2021-11-09,forecast,4637.930415457046
MD,2021-11-10,forecast,4637.930415457046
MD,2021-11-11,forecast,4627.69469578749
MD,2021-11-12,forecast,4627.69469578749
MD,2021-11-13,forecast,4627.69469578749
MD,2021-11-14,forecast,4627.69469578749
MD,2021-11-15,forecast,4627.69469578749
MD,2021-11-16,forecast,4637.930415457046
MD,2021-11-17,forecast,4637.930415457046
MD,2021-11-18,forecast,4627.69469578749
MD,2021-11-19,forecast,4627.69469578749
MD,2021-11-20,forecast,4627.69469578749
MD,2021-11-21,forecast,4627.69469578749
MD,2021-11-22,forecast,4404.067013095846
MD,2021-11-23,forecast,4637.930415457046
MD,2021-11-24,forecast,4637.930415457046
MD,2021-11-25,forecast,6667.237448639986
MD,2021-11-26,forecast,4627.69469578749
MD,2021-11-27,forecast,4627.69469578749
MD,2021-11-28,forecast,4627.69469578749
MD,2021-11-29,forecast,4627.69469578749
MD,2021-11-30,forecast,4627.69469578749
MD,2021-12-01,forecast,4637.930415457046
MD,2021-12-02,forecast,4627.69469578749
MD,2021-12-03,forecast,4627.69469578749
ME,2021-10-16,prediction,4482.888191470499
ME,2021-10-17,prediction,4578.6782639574585
ME,2021-10-18,prediction,4593.743411305427
ME,2021-10-19,prediction,4661.9654132778105
ME,2021-10-20,prediction,4593.743411305427
ME,2021-10-21,prediction,4583.50769163587
ME,2021-10-22,prediction,4593.743411305427
ME,2021-10-23,prediction,4537.495152534421
ME,2021-10-24,prediction,4568.442544287902
ME,2021-10-25,prediction,4578.6782639574585
ME,2021-10-26,prediction,4661.9654132778105
ME,2021-10-27,prediction,4583.50769163587
ME,2021-10-28,prediction,4578.6782639574585
ME,2021-10-29,prediction,4568.442544287902
ME,2021-10-30,prediction,4578.6782639574585
ME,2021-10-31,prediction,4578.6782639574585
ME,2021-11-01,prediction,4537.495152534421
ME,2021-11-02,prediction,4578.6782639574585
ME,2021-11-03,prediction,4578.6782639574585
ME,2021-11-04,prediction,4611.560686512719
ME,2021-11-05,prediction,4583.50769163587
ME,2021-11-06,forecast,4578.6782639574585
ME,2021-11-07,forecast,4527.259432864865
ME,2021-11-08,forecast,4578.6782639574585
ME,2021-11-09,forecast,4578.6782639574585
ME,2021-11-10,forecast,4593.743411305427
ME,2021-11-11,forecast,4686.600723937086
ME,2021-11-12,forecast,4583.50769163587
ME,2021-11-13,forecast,4593.743411305427
ME,2021-11-14,forecast,4593.743411305427
ME,2021-11-15,forecast,4568.442544287902
ME,2021-11-16,forecast,4578.6782639574585
ME,2021-11-17,forecast,4593.743411305427
ME,2021-11-18,forecast,4616.390114191131
ME,2021-11-19,forecast,4568.442544287902
ME,2021-11-20,forecast,4568.442544287902
ME,2021-11-21,forecast,4578.6782639574585
ME,2021-11-22,forecast,4578.6782639574585
ME,2021-11-23,forecast,4537.495152534421
ME,2021-11-24,forecast,4578.6782639574585
ME,2021-11-25,forecast,4568.442544287902
ME,2021-11-26,forecast,4611.560686512719
ME,2021-11-27,forecast,4583.50769163587
ME,2021-11-28,forecast,4578.6782639574585
ME,2021-11-29,forecast,4560.1418554201255
ME,2021-11-30,forecast,4537.495152534421
ME,2021-12-01,forecast,4578.6782639574585
ME,2021-12-02,forecast,4593.743411305427
ME,2021-12-03,forecast,4686.600723937086
MI,2021-10-16,prediction,4679.995262918431
MI,2021-10-17,prediction,4690.2309825879875
MI,2021-10-18,prediction,4645.859741193622
MI,2021-10-19,prediction,4690.2309825879875
MI,2021-10-20,prediction,4721.178374341468
MI,2021-10-21,prediction,4593.743411305427
MI,2021-10-22,prediction,4537.495152534421
MI,2021-10-23,prediction,4537.495152534421
MI,2021-10-24,prediction,4493.1239111400555
MI,2021-10-25,prediction,4578.6782639574585
MI,2021-10-26,prediction,4690.2309825879875
MI,2021-10-27,prediction,4635.624021524065
MI,2021-10-28,prediction,4537.495152534421
MI,2021-10-29,prediction,4537.495152534421
MI,2021-10-30,prediction,4578.6782639574585
MI,2021-10-31,prediction,4442.076443178663
MI,2021-11-01,prediction,4731.414094011025
MI,2021-11-02,prediction,4645.859741193622
MI,2021-11-03,prediction,4635.624021524065
MI,2021-11-04,prediction,4690.2309825879875
MI,2021-11-05,prediction,4690.2309825879875
MI,2021-11-06,forecast,4537.495152534421
MI,2021-11-07,forecast,4442.076443178663
MI,2021-11-08,forecast,4537.495152534421
MI,2021-11-09,forecast,4593.743411305427
MI,2021-11-10,forecast,4593.743411305427
MI,2021-11-11,forecast,4527.259432864865
MI,2021-11-12,forecast,4537.495152534421
MI,2021-11-13,forecast,4537.495152534421
MI,2021-11-14,forecast,4537.495152534421
MI,2021-11-15,forecast,4493.1239111400555
MI,2021-11-16,forecast,4578.6782639574585
MI,2021-11-17,forecast,4537.495152534421
MI,2021-11-18,forecast,4482.888191470499
MI,2021-11-19,forecast,4537.495152534421
MI,2021-11-20,forecast,4537.495152534421
MI,2021-11-21,forecast,4578.6782639574585
MI,2021-11-22,forecast,4594.812273232229
MI,2021-11-23,forecast,4645.859741193622
MI,2021-11-24,forecast,4690.2309825879875
MI,2021-11-25,forecast,4635.624021524065
MI,2021-11-26,forecast,4493.1239111400555
MI,2021-11-27,forecast,4537.495152534421
MI,2021-11-28,forecast,4537.495152534421
MI,2021-11-29,forecast,4442.076443178663
MI,2021-11-30,forecast,4537.495152534421
MI,2021-12-01,forecast,4593.743411305427
MI,2021-12-02,forecast,4593.743411305427
MI,2021-12-03,forecast,4527.259432864865
MN,2021-10-16,prediction,4723.113405143248
MN,2021-10-17,prediction,4723.113405143248
MN,2021-10-18,prediction,4723.113405143248
MN,2021-10-19,prediction,4764.296516566285
MN,2021-10-20,prediction,4712.877685473692
MN,2021-10-21,prediction,4723.113405143248
MN,2021-10-22,prediction,6752.420438326187
MN,2021-10-23,prediction,4764.296516566285
MN,2021-10-24,prediction,4712.877685473692
MN,2021-10-25,prediction,4723.113405143248
MN,2021-10-26,prediction,4764.296516566285
MN,2021-10-27,prediction,4712.877685473692
MN,2021-10-28,prediction,4723.113405143248
MN,2021-10-29,prediction,4723.113405143248
MN,2021-10-30,prediction,4764.296516566285
MN,2021-10-31,prediction,4723.113405143248
MN,2021-11-01,prediction,4723.113405143248
MN,2021-11-02,prediction,4723.113405143248
MN,2021-11-03,prediction,4712.877685473692
MN,2021-11-04,prediction,4723.113405143248
MN,2021-11-05,prediction,4723.113405143248
MN,2021-11-06,forecast,4723.113405143248
MN,2021-11-07,forecast,4764.296516566285
MN,2021-11-08,forecast,4723.113405143248
MN,2021-11-09,forecast,4764.296516566285
MN,2021-11-10,forecast,4723.113405143248
MN,2021-11-11,forecast,4712.877685473692
MN,2021-11-12,forecast,4723.113405143248
MN,2021-11-13,forecast,4723.113405143248
MN,2021-11-14,forecast,4723.113405143248
MN,2021-11-15,forecast,4723.113405143248
MN,2021-11-16,forecast,4859.7963754234715
MN,2021-11-17,forecast,4764.296516566285
MN,2021-11-18,forecast,4712.877685473692
MN,2021-11-19,forecast,4723.113405143248
MN,2021-11-20,forecast,4712.877685473692
MN,2021-11-21,forecast,4900.979486846509
MN,2021-11-22,forecast,4723.113405143248
MN,2021-11-23,forecast,4764.296516566285
MN,2021-11-24,forecast,4723.113405143248
MN,2021-11-25,forecast,4712.877685473692
MN,2021-11-26,forecast,4723.113405143248
MN,2021-11-27,forecast,4723.113405143248
MN,2021-11-28,forecast,4723.113405143248
MN,2021-11-29,forecast,4764.296516566285
MN,2021-11-30,forecast,4723.113405143248
MN,2021-12-01,forecast,4764.296516566285
MN,2021-12-02,forecast,4723.113405143248
MN,2021-12-03,forecast,4712.877685473692
MO,2021-10-16,prediction,4731.414094011025
MO,2021-10-17,prediction,6891.43961351159
MO,2021-10-18,prediction,4763.69747237287
MO,2021-10-19,prediction,4849.572273660208
MO,2021-10-20,prediction,4746.479241358993
MO,2021-10-21,prediction,4731.414094011025
MO,2021-10-22,prediction,4731.414094011025
MO,2021-10-23,prediction,4849.572273660208
MO,2021-10-24,prediction,4866.790504674085
MO,2021-10-25,prediction,4746.479241358993
MO,2021-10-26,prediction,4731.414094011025
MO,2021-10-27,prediction,4721.178374341468
MO,2021-10-28,prediction,4746.479241358993
MO,2021-10-29,prediction,6507.077370594492
MO,2021-10-30,prediction,6521.044246741195
MO,2021-10-31,prediction,4868.097064291248
MO,2021-11-01,prediction,4746.479241358993
MO,2021-11-02,prediction,6786.021994211488
MO,2021-11-03,prediction,6521.044246741195
MO,2021-11-04,prediction,4731.414094011025
MO,2021-11-05,prediction,6760.721127193963
MO,2021-11-06,forecast,6546.34511375872
MO,2021-11-07,forecast,4746.479241358993
MO,2021-11-08,forecast,4849.572273660208
MO,2021-11-09,forecast,4746.479241358993
MO,2021-11-10,forecast,4746.479241358993
MO,2021-11-11,forecast,4746.479241358993
MO,2021-11-12,forecast,4746.479241358993
MO,2021-11-13,forecast,4746.479241358993
MO,2021-11-14,forecast,4849.572273660208
MO,2021-11-15,forecast,4746.479241358993
MO,2021-11-16,forecast,4721.178374341468
MO,2021-11-17,forecast,4731.414094011025
