subregion1_code,date,type,new_confirmed_pred
MS,2021-10-23,prediction,3183.8743999999997
MS,2021-10-24,prediction,3184.9824
MS,2021-10-25,prediction,3089.4156000000007
MS,2021-10-26,prediction,3188.5152
MS,2021-10-27,prediction,3172.4772
MS,2021-10-28,prediction,3176.5643999999998
MS,2021-10-29,prediction,3181.4471999999996
MS,2021-10-30,prediction,3184.2744
MS,2021-10-31,prediction,3222.4172
MS,2021-11-01,prediction,3186.2064
MS,2021-11-02,prediction,3176.5263999999997
MS,2021-11-03,prediction,3177.5435999999995
MS,2021-11-04,prediction,3176.8504
MS,2021-11-05,prediction,3176.2144
MS,2021-11-06,forecast,3189.3844
MS,2021-11-07,forecast,3184.5764
MS,2021-11-08,forecast,3184.8404
MS,2021-11-09,forecast,3175.888
MS,2021-11-10,forecast,3184.2264
MS,2021-11-11,forecast,3185.9424
MS,2021-11-12,forecast,3180.4664
MS,2021-11-13,forecast,3184.2744
MS,2021-11-14,forecast,3218.5051999999996
MS,2021-11-15,forecast,3179.3815999999997
MS,2021-11-16,forecast,3101.6984
